combo_index,min_rsi_a,overextension_mode,min_bb_position_a,max_bars_in_trade,follow_through_bars,min_follow_through_pips,total_trades,wins,losses,win_rate_pct,net_pips,avg_pips_per_trade,profit_factor,max_drawdown_pips,expectancy_pips
167,60.0,touch_only,85.0,8,2,5.0,1204,562,642,46.68,1025.1,0.85,1.079,997.7,0.85
176,60.0,touch_only,90.0,8,2,5.0,1204,562,642,46.68,1025.1,0.85,1.079,997.7,0.85
185,60.0,touch_only,95.0,8,2,5.0,1204,562,642,46.68,1025.1,0.85,1.079,997.7,0.85
194,60.0,high_above_ubb,85.0,8,2,5.0,1204,562,642,46.68,1025.1,0.85,1.079,997.7,0.85
203,60.0,high_above_ubb,90.0,8,2,5.0,1204,562,642,46.68,1025.1,0.85,1.079,997.7,0.85
212,60.0,high_above_ubb,95.0,8,2,5.0,1204,562,642,46.68,1025.1,0.85,1.079,997.7,0.85
164,60.0,touch_only,85.0,6,2,5.0,1204,560,644,46.51,1007.2,0.84,1.078,997.1,0.84
173,60.0,touch_only,90.0,6,2,5.0,1204,560,644,46.51,1007.2,0.84,1.078,997.1,0.84
182,60.0,touch_only,95.0,6,2,5.0,1204,560,644,46.51,1007.2,0.84,1.078,997.1,0.84
191,60.0,high_above_ubb,85.0,6,2,5.0,1204,560,644,46.51,1007.2,0.84,1.078,997.1,0.84
200,60.0,high_above_ubb,90.0,6,2,5.0,1204,560,644,46.51,1007.2,0.84,1.078,997.1,0.84
209,60.0,high_above_ubb,95.0,6,2,5.0,1204,560,644,46.51,1007.2,0.84,1.078,997.1,0.84
170,60.0,touch_only,85.0,10,2,5.0,1204,561,643,46.59,994.3,0.83,1.077,997.9,0.83
179,60.0,touch_only,90.0,10,2,5.0,1204,561,643,46.59,994.3,0.83,1.077,997.9,0.83
188,60.0,touch_only,95.0,10,2,5.0,1204,561,643,46.59,994.3,0.83,1.077,997.9,0.83
197,60.0,high_above_ubb,85.0,10,2,5.0,1204,561,643,46.59,994.3,0.83,1.077,997.9,0.83
206,60.0,high_above_ubb,90.0,10,2,5.0,1204,561,643,46.59,994.3,0.83,1.077,997.9,0.83
215,60.0,high_above_ubb,95.0,10,2,5.0,1204,561,643,46.59,994.3,0.83,1.077,997.9,0.83
89,58.0,touch_only,85.0,10,2,5.0,1339,621,718,46.38,1093.2,0.82,1.076,1278.0,0.82
98,58.0,touch_only,90.0,10,2,5.0,1339,621,718,46.38,1093.2,0.82,1.076,1278.0,0.82
107,58.0,touch_only,95.0,10,2,5.0,1339,621,718,46.38,1093.2,0.82,1.076,1278.0,0.82
116,58.0,high_above_ubb,85.0,10,2,5.0,1339,621,718,46.38,1093.2,0.82,1.076,1278.0,0.82
125,58.0,high_above_ubb,90.0,10,2,5.0,1339,621,718,46.38,1093.2,0.82,1.076,1278.0,0.82
134,58.0,high_above_ubb,95.0,10,2,5.0,1339,621,718,46.38,1093.2,0.82,1.076,1278.0,0.82
82,58.0,touch_only,85.0,6,2,3.0,1330,622,708,46.77,1104.4,0.83,1.075,1255.5,0.83
91,58.0,touch_only,90.0,6,2,3.0,1330,622,708,46.77,1104.4,0.83,1.075,1255.5,0.83
100,58.0,touch_only,95.0,6,2,3.0,1330,622,708,46.77,1104.4,0.83,1.075,1255.5,0.83
109,58.0,high_above_ubb,85.0,6,2,3.0,1330,622,708,46.77,1104.4,0.83,1.075,1255.5,0.83
118,58.0,high_above_ubb,90.0,6,2,3.0,1330,622,708,46.77,1104.4,0.83,1.075,1255.5,0.83
127,58.0,high_above_ubb,95.0,6,2,3.0,1330,622,708,46.77,1104.4,0.83,1.075,1255.5,0.83
86,58.0,touch_only,85.0,8,2,5.0,1339,622,717,46.45,1089.7,0.81,1.075,1277.8,0.81
95,58.0,touch_only,90.0,8,2,5.0,1339,622,717,46.45,1089.7,0.81,1.075,1277.8,0.81
104,58.0,touch_only,95.0,8,2,5.0,1339,622,717,46.45,1089.7,0.81,1.075,1277.8,0.81
113,58.0,high_above_ubb,85.0,8,2,5.0,1339,622,717,46.45,1089.7,0.81,1.075,1277.8,0.81
122,58.0,high_above_ubb,90.0,8,2,5.0,1339,622,717,46.45,1089.7,0.81,1.075,1277.8,0.81
131,58.0,high_above_ubb,95.0,8,2,5.0,1339,622,717,46.45,1089.7,0.81,1.075,1277.8,0.81
83,58.0,touch_only,85.0,6,2,5.0,1339,620,719,46.3,1072.0,0.8,1.074,1277.2,0.8
92,58.0,touch_only,90.0,6,2,5.0,1339,620,719,46.3,1072.0,0.8,1.074,1277.2,0.8
101,58.0,touch_only,95.0,6,2,5.0,1339,620,719,46.3,1072.0,0.8,1.074,1277.2,0.8
110,58.0,high_above_ubb,85.0,6,2,5.0,1339,620,719,46.3,1072.0,0.8,1.074,1277.2,0.8
119,58.0,high_above_ubb,90.0,6,2,5.0,1339,620,719,46.3,1072.0,0.8,1.074,1277.2,0.8
128,58.0,high_above_ubb,95.0,6,2,5.0,1339,620,719,46.3,1072.0,0.8,1.074,1277.2,0.8
304,62.0,close_above_ubb,85.0,10,2,3.0,627,300,327,47.85,475.7,0.76,1.071,609.1,0.76
313,62.0,close_above_ubb,90.0,10,2,3.0,627,300,327,47.85,475.7,0.76,1.071,609.1,0.76
322,62.0,close_above_ubb,95.0,10,2,3.0,627,300,327,47.85,475.7,0.76,1.071,609.1,0.76
301,62.0,close_above_ubb,85.0,8,2,3.0,627,300,327,47.85,433.1,0.69,1.065,608.9,0.69
310,62.0,close_above_ubb,90.0,8,2,3.0,627,300,327,47.85,433.1,0.69,1.065,608.9,0.69
319,62.0,close_above_ubb,95.0,8,2,3.0,627,300,327,47.85,433.1,0.69,1.065,608.9,0.69
298,62.0,close_above_ubb,85.0,6,2,3.0,627,298,329,47.53,413.4,0.66,1.062,600.7,0.66
307,62.0,close_above_ubb,90.0,6,2,3.0,627,298,329,47.53,413.4,0.66,1.062,600.7,0.66
316,62.0,close_above_ubb,95.0,6,2,3.0,627,298,329,47.53,413.4,0.66,1.062,600.7,0.66
305,62.0,close_above_ubb,85.0,10,2,5.0,629,297,332,47.22,396.6,0.63,1.06,651.5,0.63
314,62.0,close_above_ubb,90.0,10,2,5.0,629,297,332,47.22,396.6,0.63,1.06,651.5,0.63
323,62.0,close_above_ubb,95.0,10,2,5.0,629,297,332,47.22,396.6,0.63,1.06,651.5,0.63
302,62.0,close_above_ubb,85.0,8,2,5.0,629,297,332,47.22,388.1,0.62,1.059,651.5,0.62
311,62.0,close_above_ubb,90.0,8,2,5.0,629,297,332,47.22,388.1,0.62,1.059,651.5,0.62
320,62.0,close_above_ubb,95.0,8,2,5.0,629,297,332,47.22,388.1,0.62,1.059,651.5,0.62
252,62.0,touch_only,85.0,10,2,8.0,1057,491,566,46.45,634.9,0.6,1.058,891.6,0.6
261,62.0,touch_only,90.0,10,2,8.0,1057,491,566,46.45,634.9,0.6,1.058,891.6,0.6
270,62.0,touch_only,95.0,10,2,8.0,1057,491,566,46.45,634.9,0.6,1.058,891.6,0.6
279,62.0,high_above_ubb,85.0,10,2,8.0,1057,491,566,46.45,634.9,0.6,1.058,891.6,0.6
288,62.0,high_above_ubb,90.0,10,2,8.0,1057,491,566,46.45,634.9,0.6,1.058,891.6,0.6
297,62.0,high_above_ubb,95.0,10,2,8.0,1057,491,566,46.45,634.9,0.6,1.058,891.6,0.6
299,62.0,close_above_ubb,85.0,6,2,5.0,629,296,333,47.06,379.7,0.6,1.058,623.1,0.6
308,62.0,close_above_ubb,90.0,6,2,5.0,629,296,333,47.06,379.7,0.6,1.058,623.1,0.6
317,62.0,close_above_ubb,95.0,6,2,5.0,629,296,333,47.06,379.7,0.6,1.058,623.1,0.6
249,62.0,touch_only,85.0,8,2,8.0,1057,491,566,46.45,626.4,0.59,1.057,891.6,0.59
258,62.0,touch_only,90.0,8,2,8.0,1057,491,566,46.45,626.4,0.59,1.057,891.6,0.59
267,62.0,touch_only,95.0,8,2,8.0,1057,491,566,46.45,626.4,0.59,1.057,891.6,0.59
276,62.0,high_above_ubb,85.0,8,2,8.0,1057,491,566,46.45,626.4,0.59,1.057,891.6,0.59
285,62.0,high_above_ubb,90.0,8,2,8.0,1057,491,566,46.45,626.4,0.59,1.057,891.6,0.59
294,62.0,high_above_ubb,95.0,8,2,8.0,1057,491,566,46.45,626.4,0.59,1.057,891.6,0.59
246,62.0,touch_only,85.0,6,2,8.0,1057,489,568,46.26,614.0,0.58,1.056,881.9,0.58
255,62.0,touch_only,90.0,6,2,8.0,1057,489,568,46.26,614.0,0.58,1.056,881.9,0.58
264,62.0,touch_only,95.0,6,2,8.0,1057,489,568,46.26,614.0,0.58,1.056,881.9,0.58
273,62.0,high_above_ubb,85.0,6,2,8.0,1057,489,568,46.26,614.0,0.58,1.056,881.9,0.58
282,62.0,high_above_ubb,90.0,6,2,8.0,1057,489,568,46.26,614.0,0.58,1.056,881.9,0.58
291,62.0,high_above_ubb,95.0,6,2,8.0,1057,489,568,46.26,614.0,0.58,1.056,881.9,0.58
306,62.0,close_above_ubb,85.0,10,2,8.0,632,297,335,46.99,356.6,0.56,1.056,677.8,0.56
315,62.0,close_above_ubb,90.0,10,2,8.0,632,297,335,46.99,356.6,0.56,1.056,677.8,0.56
324,62.0,close_above_ubb,95.0,10,2,8.0,632,297,335,46.99,356.6,0.56,1.056,677.8,0.56
303,62.0,close_above_ubb,85.0,8,2,8.0,632,297,335,46.99,348.1,0.55,1.055,677.8,0.55
312,62.0,close_above_ubb,90.0,8,2,8.0,632,297,335,46.99,348.1,0.55,1.055,677.8,0.55
321,62.0,close_above_ubb,95.0,8,2,8.0,632,297,335,46.99,348.1,0.55,1.055,677.8,0.55
250,62.0,touch_only,85.0,10,2,3.0,1046,492,554,47.04,614.0,0.59,1.053,822.5,0.59
259,62.0,touch_only,90.0,10,2,3.0,1046,492,554,47.04,614.0,0.59,1.053,822.5,0.59
268,62.0,touch_only,95.0,10,2,3.0,1046,492,554,47.04,614.0,0.59,1.053,822.5,0.59
277,62.0,high_above_ubb,85.0,10,2,3.0,1046,492,554,47.04,614.0,0.59,1.053,822.5,0.59
286,62.0,high_above_ubb,90.0,10,2,3.0,1046,492,554,47.04,614.0,0.59,1.053,822.5,0.59
295,62.0,high_above_ubb,95.0,10,2,3.0,1046,492,554,47.04,614.0,0.59,1.053,822.5,0.59
300,62.0,close_above_ubb,85.0,6,2,8.0,632,295,337,46.68,338.3,0.54,1.053,657.0,0.54
309,62.0,close_above_ubb,90.0,6,2,8.0,632,295,337,46.68,338.3,0.54,1.053,657.0,0.54
318,62.0,close_above_ubb,95.0,6,2,8.0,632,295,337,46.68,338.3,0.54,1.053,657.0,0.54
385,65.0,close_above_ubb,85.0,10,2,3.0,525,248,277,47.24,290.4,0.55,1.052,534.2,0.55
394,65.0,close_above_ubb,90.0,10,2,3.0,525,248,277,47.24,290.4,0.55,1.052,534.2,0.55
403,65.0,close_above_ubb,95.0,10,2,3.0,525,248,277,47.24,290.4,0.55,1.052,534.2,0.55
247,62.0,touch_only,85.0,8,2,3.0,1046,492,554,47.04,571.4,0.55,1.049,822.3,0.55
256,62.0,touch_only,90.0,8,2,3.0,1046,492,554,47.04,571.4,0.55,1.049,822.3,0.55
265,62.0,touch_only,95.0,8,2,3.0,1046,492,554,47.04,571.4,0.55,1.049,822.3,0.55
274,62.0,high_above_ubb,85.0,8,2,3.0,1046,492,554,47.04,571.4,0.55,1.049,822.3,0.55
283,62.0,high_above_ubb,90.0,8,2,3.0,1046,492,554,47.04,571.4,0.55,1.049,822.3,0.55
292,62.0,high_above_ubb,95.0,8,2,3.0,1046,492,554,47.04,571.4,0.55,1.049,822.3,0.55
244,62.0,touch_only,85.0,6,2,3.0,1046,490,556,46.85,551.1,0.53,1.048,839.0,0.53
253,62.0,touch_only,90.0,6,2,3.0,1046,490,556,46.85,551.1,0.53,1.048,839.0,0.53
262,62.0,touch_only,95.0,6,2,3.0,1046,490,556,46.85,551.1,0.53,1.048,839.0,0.53
271,62.0,high_above_ubb,85.0,6,2,3.0,1046,490,556,46.85,551.1,0.53,1.048,839.0,0.53
280,62.0,high_above_ubb,90.0,6,2,3.0,1046,490,556,46.85,551.1,0.53,1.048,839.0,0.53
289,62.0,high_above_ubb,95.0,6,2,3.0,1046,490,556,46.85,551.1,0.53,1.048,839.0,0.53
386,65.0,close_above_ubb,85.0,10,2,5.0,527,247,280,46.87,259.4,0.49,1.048,518.5,0.49
395,65.0,close_above_ubb,90.0,10,2,5.0,527,247,280,46.87,259.4,0.49,1.048,518.5,0.49
404,65.0,close_above_ubb,95.0,10,2,5.0,527,247,280,46.87,259.4,0.49,1.048,518.5,0.49
383,65.0,close_above_ubb,85.0,8,2,5.0,527,247,280,46.87,250.9,0.48,1.046,520.5,0.48
392,65.0,close_above_ubb,90.0,8,2,5.0,527,247,280,46.87,250.9,0.48,1.046,520.5,0.48
401,65.0,close_above_ubb,95.0,8,2,5.0,527,247,280,46.87,250.9,0.48,1.046,520.5,0.48
251,62.0,touch_only,85.0,10,2,5.0,1052,488,564,46.39,507.2,0.48,1.044,864.2,0.48
260,62.0,touch_only,90.0,10,2,5.0,1052,488,564,46.39,507.2,0.48,1.044,864.2,0.48
269,62.0,touch_only,95.0,10,2,5.0,1052,488,564,46.39,507.2,0.48,1.044,864.2,0.48
278,62.0,high_above_ubb,85.0,10,2,5.0,1052,488,564,46.39,507.2,0.48,1.044,864.2,0.48
287,62.0,high_above_ubb,90.0,10,2,5.0,1052,488,564,46.39,507.2,0.48,1.044,864.2,0.48
296,62.0,high_above_ubb,95.0,10,2,5.0,1052,488,564,46.39,507.2,0.48,1.044,864.2,0.48
248,62.0,touch_only,85.0,8,2,5.0,1052,488,564,46.39,498.7,0.47,1.044,864.0,0.47
257,62.0,touch_only,90.0,8,2,5.0,1052,488,564,46.39,498.7,0.47,1.044,864.0,0.47
266,62.0,touch_only,95.0,8,2,5.0,1052,488,564,46.39,498.7,0.47,1.044,864.0,0.47
275,62.0,high_above_ubb,85.0,8,2,5.0,1052,488,564,46.39,498.7,0.47,1.044,864.0,0.47
284,62.0,high_above_ubb,90.0,8,2,5.0,1052,488,564,46.39,498.7,0.47,1.044,864.0,0.47
293,62.0,high_above_ubb,95.0,8,2,5.0,1052,488,564,46.39,498.7,0.47,1.044,864.0,0.47
382,65.0,close_above_ubb,85.0,8,2,3.0,525,248,277,47.24,247.8,0.47,1.044,576.8,0.47
391,65.0,close_above_ubb,90.0,8,2,3.0,525,248,277,47.24,247.8,0.47,1.044,576.8,0.47
400,65.0,close_above_ubb,95.0,8,2,3.0,525,248,277,47.24,247.8,0.47,1.044,576.8,0.47
380,65.0,close_above_ubb,85.0,6,2,5.0,527,246,281,46.68,242.5,0.46,1.044,522.7,0.46
389,65.0,close_above_ubb,90.0,6,2,5.0,527,246,281,46.68,242.5,0.46,1.044,522.7,0.46
398,65.0,close_above_ubb,95.0,6,2,5.0,527,246,281,46.68,242.5,0.46,1.044,522.7,0.46
245,62.0,touch_only,85.0,6,2,5.0,1052,487,565,46.29,489.7,0.47,1.043,863.4,0.47
254,62.0,touch_only,90.0,6,2,5.0,1052,487,565,46.29,489.7,0.47,1.043,863.4,0.47
263,62.0,touch_only,95.0,6,2,5.0,1052,487,565,46.29,489.7,0.47,1.043,863.4,0.47
272,62.0,high_above_ubb,85.0,6,2,5.0,1052,487,565,46.29,489.7,0.47,1.043,863.4,0.47
281,62.0,high_above_ubb,90.0,6,2,5.0,1052,487,565,46.29,489.7,0.47,1.043,863.4,0.47
290,62.0,high_above_ubb,95.0,6,2,5.0,1052,487,565,46.29,489.7,0.47,1.043,863.4,0.47
379,65.0,close_above_ubb,85.0,6,2,3.0,525,246,279,46.86,228.1,0.43,1.041,590.3,0.43
388,65.0,close_above_ubb,90.0,6,2,3.0,525,246,279,46.86,228.1,0.43,1.041,590.3,0.43
397,65.0,close_above_ubb,95.0,6,2,3.0,525,246,279,46.86,228.1,0.43,1.041,590.3,0.43
387,65.0,close_above_ubb,85.0,10,2,8.0,530,244,286,46.04,129.0,0.24,1.024,572.5,0.24
396,65.0,close_above_ubb,90.0,10,2,8.0,530,244,286,46.04,129.0,0.24,1.024,572.5,0.24
405,65.0,close_above_ubb,95.0,10,2,8.0,530,244,286,46.04,129.0,0.24,1.024,572.5,0.24
384,65.0,close_above_ubb,85.0,8,2,8.0,530,244,286,46.04,120.5,0.23,1.023,572.5,0.23
393,65.0,close_above_ubb,90.0,8,2,8.0,530,244,286,46.04,120.5,0.23,1.023,572.5,0.23
402,65.0,close_above_ubb,95.0,8,2,8.0,530,244,286,46.04,120.5,0.23,1.023,572.5,0.23
381,65.0,close_above_ubb,85.0,6,2,8.0,530,242,288,45.66,110.7,0.21,1.021,565.7,0.21
390,65.0,close_above_ubb,90.0,6,2,8.0,530,242,288,45.66,110.7,0.21,1.021,565.7,0.21
399,65.0,close_above_ubb,95.0,6,2,8.0,530,242,288,45.66,110.7,0.21,1.021,565.7,0.21
331,65.0,touch_only,85.0,10,2,3.0,801,371,430,46.32,-105.7,-0.13,0.988,606.1,-0.13
340,65.0,touch_only,90.0,10,2,3.0,801,371,430,46.32,-105.7,-0.13,0.988,606.1,-0.13
349,65.0,touch_only,95.0,10,2,3.0,801,371,430,46.32,-105.7,-0.13,0.988,606.1,-0.13
358,65.0,high_above_ubb,85.0,10,2,3.0,801,371,430,46.32,-105.7,-0.13,0.988,606.1,-0.13
367,65.0,high_above_ubb,90.0,10,2,3.0,801,371,430,46.32,-105.7,-0.13,0.988,606.1,-0.13
376,65.0,high_above_ubb,95.0,10,2,3.0,801,371,430,46.32,-105.7,-0.13,0.988,606.1,-0.13
325,65.0,touch_only,85.0,6,2,3.0,801,369,432,46.07,-145.0,-0.18,0.984,667.8,-0.18
334,65.0,touch_only,90.0,6,2,3.0,801,369,432,46.07,-145.0,-0.18,0.984,667.8,-0.18
343,65.0,touch_only,95.0,6,2,3.0,801,369,432,46.07,-145.0,-0.18,0.984,667.8,-0.18
352,65.0,high_above_ubb,85.0,6,2,3.0,801,369,432,46.07,-145.0,-0.18,0.984,667.8,-0.18
361,65.0,high_above_ubb,90.0,6,2,3.0,801,369,432,46.07,-145.0,-0.18,0.984,667.8,-0.18
370,65.0,high_above_ubb,95.0,6,2,3.0,801,369,432,46.07,-145.0,-0.18,0.984,667.8,-0.18
328,65.0,touch_only,85.0,8,2,3.0,801,371,430,46.32,-148.3,-0.19,0.984,648.7,-0.19
337,65.0,touch_only,90.0,8,2,3.0,801,371,430,46.32,-148.3,-0.19,0.984,648.7,-0.19
346,65.0,touch_only,95.0,8,2,3.0,801,371,430,46.32,-148.3,-0.19,0.984,648.7,-0.19
355,65.0,high_above_ubb,85.0,8,2,3.0,801,371,430,46.32,-148.3,-0.19,0.984,648.7,-0.19
364,65.0,high_above_ubb,90.0,8,2,3.0,801,371,430,46.32,-148.3,-0.19,0.984,648.7,-0.19
373,65.0,high_above_ubb,95.0,8,2,3.0,801,371,430,46.32,-148.3,-0.19,0.984,648.7,-0.19
327,65.0,touch_only,85.0,6,2,8.0,811,364,447,44.88,-230.8,-0.28,0.973,658.6,-0.28
336,65.0,touch_only,90.0,6,2,8.0,811,364,447,44.88,-230.8,-0.28,0.973,658.6,-0.28
345,65.0,touch_only,95.0,6,2,8.0,811,364,447,44.88,-230.8,-0.28,0.973,658.6,-0.28
354,65.0,high_above_ubb,85.0,6,2,8.0,811,364,447,44.88,-230.8,-0.28,0.973,658.6,-0.28
363,65.0,high_above_ubb,90.0,6,2,8.0,811,364,447,44.88,-230.8,-0.28,0.973,658.6,-0.28
372,65.0,high_above_ubb,95.0,6,2,8.0,811,364,447,44.88,-230.8,-0.28,0.973,658.6,-0.28
333,65.0,touch_only,85.0,10,2,8.0,811,366,445,45.13,-233.5,-0.29,0.973,679.4,-0.29
342,65.0,touch_only,90.0,10,2,8.0,811,366,445,45.13,-233.5,-0.29,0.973,679.4,-0.29
351,65.0,touch_only,95.0,10,2,8.0,811,366,445,45.13,-233.5,-0.29,0.973,679.4,-0.29
360,65.0,high_above_ubb,85.0,10,2,8.0,811,366,445,45.13,-233.5,-0.29,0.973,679.4,-0.29
369,65.0,high_above_ubb,90.0,10,2,8.0,811,366,445,45.13,-233.5,-0.29,0.973,679.4,-0.29
378,65.0,high_above_ubb,95.0,10,2,8.0,811,366,445,45.13,-233.5,-0.29,0.973,679.4,-0.29
326,65.0,touch_only,85.0,6,2,5.0,806,367,439,45.53,-241.7,-0.3,0.973,610.9,-0.3
335,65.0,touch_only,90.0,6,2,5.0,806,367,439,45.53,-241.7,-0.3,0.973,610.9,-0.3
344,65.0,touch_only,95.0,6,2,5.0,806,367,439,45.53,-241.7,-0.3,0.973,610.9,-0.3
353,65.0,high_above_ubb,85.0,6,2,5.0,806,367,439,45.53,-241.7,-0.3,0.973,610.9,-0.3
362,65.0,high_above_ubb,90.0,6,2,5.0,806,367,439,45.53,-241.7,-0.3,0.973,610.9,-0.3
371,65.0,high_above_ubb,95.0,6,2,5.0,806,367,439,45.53,-241.7,-0.3,0.973,610.9,-0.3
330,65.0,touch_only,85.0,8,2,8.0,811,366,445,45.13,-242.0,-0.3,0.972,679.4,-0.3
339,65.0,touch_only,90.0,8,2,8.0,811,366,445,45.13,-242.0,-0.3,0.972,679.4,-0.3
348,65.0,touch_only,95.0,8,2,8.0,811,366,445,45.13,-242.0,-0.3,0.972,679.4,-0.3
357,65.0,high_above_ubb,85.0,8,2,8.0,811,366,445,45.13,-242.0,-0.3,0.972,679.4,-0.3
366,65.0,high_above_ubb,90.0,8,2,8.0,811,366,445,45.13,-242.0,-0.3,0.972,679.4,-0.3
375,65.0,high_above_ubb,95.0,8,2,8.0,811,366,445,45.13,-242.0,-0.3,0.972,679.4,-0.3
332,65.0,touch_only,85.0,10,2,5.0,806,368,438,45.66,-247.8,-0.31,0.972,613.5,-0.31
341,65.0,touch_only,90.0,10,2,5.0,806,368,438,45.66,-247.8,-0.31,0.972,613.5,-0.31
350,65.0,touch_only,95.0,10,2,5.0,806,368,438,45.66,-247.8,-0.31,0.972,613.5,-0.31
359,65.0,high_above_ubb,85.0,10,2,5.0,806,368,438,45.66,-247.8,-0.31,0.972,613.5,-0.31
368,65.0,high_above_ubb,90.0,10,2,5.0,806,368,438,45.66,-247.8,-0.31,0.972,613.5,-0.31
377,65.0,high_above_ubb,95.0,10,2,5.0,806,368,438,45.66,-247.8,-0.31,0.972,613.5,-0.31
329,65.0,touch_only,85.0,8,2,5.0,806,368,438,45.66,-256.3,-0.32,0.971,613.5,-0.32
338,65.0,touch_only,90.0,8,2,5.0,806,368,438,45.66,-256.3,-0.32,0.971,613.5,-0.32
347,65.0,touch_only,95.0,8,2,5.0,806,368,438,45.66,-256.3,-0.32,0.971,613.5,-0.32
356,65.0,high_above_ubb,85.0,8,2,5.0,806,368,438,45.66,-256.3,-0.32,0.971,613.5,-0.32
365,65.0,high_above_ubb,90.0,8,2,5.0,806,368,438,45.66,-256.3,-0.32,0.971,613.5,-0.32
374,65.0,high_above_ubb,95.0,8,2,5.0,806,368,438,45.66,-256.3,-0.32,0.971,613.5,-0.32
